ci;ei;mi;mi2-5;data_type;id_sample;ab_unident;id_level_1;id_level_2;id_level_3;nematods_si;ab_omnivores;ab_predators;country_code;ab_fungivores;ab_herbivores;main_prog_name;precision_date;ab_bacterivores;additional_name;id_sampling_point;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;total_nem_biomass;ab_Total_nematodes;date_sample_collection;nematode_family_richness;nematode_genera_richness
67.83;39.18;2.19;NULL;Data Microfauna;1996-10-08-D_GE_DEGREE_T-H4-T3_B-2_P-NA_Data Microfauna;;H4-T3;2;NA;37.92;31;62;GE;441;992;degree;D;699;Linden research area;1996-10-08-D_GE_DEGREE_T-H4-T3_B-2_P-NA;T;B;P;1.34;2225;NULL;;32
66.23;52.14;2.28;NULL;Data Microfauna;1996-10-08-D_GE_DEGREE_T-H5-T6_B-1_P-NA_Data Microfauna;;H5-T6;1;NA;51.93;213;503;GE;3098;3708;degree;D;2159;Linden research area;1996-10-08-D_GE_DEGREE_T-H5-T6_B-1_P-NA;T;B;P;4.99;9682;NULL;;32
74.52;48.65;2.14;NULL;Data Microfauna;1996-10-08-D_GE_DEGREE_T-H6-T1_B-1_P-NA_Data Microfauna;;H6-T1;1;NA;34.17;25;117;GE;1367;2616;degree;D;969;Linden research area;1996-10-08-D_GE_DEGREE_T-H6-T1_B-1_P-NA;T;B;P;1.34;5099;NULL;;29
66.47;48.64;2.02;NULL;Data Microfauna;1996-10-08-D_GE_DEGREE_T-H6-T1_B-2_P-NA_Data Microfauna;;H6-T1;2;NA;18.65;23;35;GE;845;973;degree;D;632;Linden research area;1996-10-08-D_GE_DEGREE_T-H6-T1_B-2_P-NA;T;B;P;1.17;2508;NULL;;28
60.51;48.05;2.26;NULL;Data Microfauna;1996-10-08-D_GE_DEGREE_T-H6-T5_B-1_P-NA_Data Microfauna;;H6-T5;1;NA;47.25;98;44;GE;440;797;degree;D;462;Linden research area;1996-10-08-D_GE_DEGREE_T-H6-T5_B-1_P-NA;T;B;P;1.23;1841;NULL;;30
17.49;79.03;1.65;NULL;Data Microfauna;1996-10-08-D_GE_DEGREE_T-H6-T5_B-2_P-NA_Data Microfauna;;H6-T5;2;NA;20.57;32;181;GE;1547;2037;degree;D;2650;Linden research area;1996-10-08-D_GE_DEGREE_T-H6-T5_B-2_P-NA;T;B;P;10.75;6447;NULL;;24
63.64;38.88;2.22;NULL;Data Microfauna;1996-07-17-D_GB_DEGREE_T-H1-T2_B-1_P-NA_Data Microfauna;;H1-T2;1;NA;44.13;0;17;GB;190;66;degree;D;441;Redesdale;1996-07-17-D_GB_DEGREE_T-H1-T2_B-1_P-NA;T;B;P;0.54;713;NULL;;18
56.59;40.44;2.21;NULL;Data Microfauna;1996-07-17-D_GB_DEGREE_T-H1-T4_B-1_P-NA_Data Microfauna;;H1-T4;1;NA;45.11;5;0;GB;136;121;degree;D;361;Redesdale;1996-07-17-D_GB_DEGREE_T-H1-T4_B-1_P-NA;T;B;P;1.08;623;NULL;;18
63.46;42.77;2.27;NULL;Data Microfauna;1996-07-17-D_GB_DEGREE_T-H1-T6_B-1_P-NA_Data Microfauna;;H1-T6;1;NA;50.48;0;53;GB;317;254;degree;D;610;Redesdale;1996-07-17-D_GB_DEGREE_T-H1-T6_B-1_P-NA;T;B;P;0.86;1233;NULL;;16
56.63;37.33;2.24;NULL;Data Microfauna;1996-07-17-D_GB_DEGREE_T-H1-T6_B-2_P-NA_Data Microfauna;;H1-T6;2;NA;46.24;0;32;GB;159;472;degree;D;467;Redesdale;1996-07-17-D_GB_DEGREE_T-H1-T6_B-2_P-NA;T;B;P;0.63;1130;NULL;;17
82.76;32.77;2.4;NULL;Data Microfauna;1996-07-17-D_GB_DEGREE_T-H2-T1_B-1_P-NA_Data Microfauna;;H2-T1;1;NA;58.75;0;17;GB;85;110;degree;D;234;Redesdale;1996-07-17-D_GB_DEGREE_T-H2-T1_B-1_P-NA;T;B;P;0.27;447;NULL;;20
72.44;43;2.09;NULL;Data Microfauna;1996-07-17-D_GB_DEGREE_T-H2-T1_B-2_P-NA_Data Microfauna;;H2-T1;2;NA;26.53;0;4;GB;279;190;degree;D;333;Redesdale;1996-07-17-D_GB_DEGREE_T-H2-T1_B-2_P-NA;T;B;P;0.34;807;NULL;;19
81.04;32.12;2.42;NULL;Data Microfauna;1996-07-17-D_GB_DEGREE_T-H3-T6_B-1_P-NA_Data Microfauna;;H3-T6;1;NA;60.43;0;63;GB;212;346;degree;D;615;Redesdale;1996-07-17-D_GB_DEGREE_T-H3-T6_B-1_P-NA;T;B;P;0.74;1237;NULL;;17
69.17;46.09;2.13;NULL;Data Microfauna;1996-07-17-D_GB_DEGREE_T-H4-T3_B-1_P-NA_Data Microfauna;;H4-T3;1;NA;35.71;0;31;GB;269;147;degree;D;363;Redesdale;1996-07-17-D_GB_DEGREE_T-H4-T3_B-1_P-NA;T;B;P;1.59;810;NULL;;19
44.66;58.64;1.98;NULL;Data Microfauna;1996-07-17-D_GB_DEGREE_T-H4-T3_B-2_P-NA_Data Microfauna;;H4-T3;2;NA;26.14;0;21;GB;184;242;degree;D;176;Redesdale;1996-07-17-D_GB_DEGREE_T-H4-T3_B-2_P-NA;T;B;P;1.52;623;NULL;;17
56.36;36.86;2.2;NULL;Data Microfauna;1996-07-17-D_GB_DEGREE_T-H5-T6_B-1_P-NA_Data Microfauna;;H5-T6;1;NA;41.67;0;36;GB;191;461;degree;D;546;Redesdale;1996-07-17-D_GB_DEGREE_T-H5-T6_B-1_P-NA;T;B;P;1.77;1233;NULL;;22
15.36;73.49;1.79;NULL;Data Microfauna;1996-07-17-D_GB_DEGREE_T-H6-T1_B-1_P-NA_Data Microfauna;;H6-T1;1;NA;31.62;0;21;GB;218;104;degree;D;687;Redesdale;1996-07-17-D_GB_DEGREE_T-H6-T1_B-1_P-NA;T;B;P;40.8;1030;NULL;;19
35.76;51.99;1.95;NULL;Data Microfauna;1996-07-17-D_GB_DEGREE_T-H6-T1_B-2_P-NA_Data Microfauna;;H6-T1;2;NA;19.73;0;13;GB;157;326;degree;D;343;Redesdale;1996-07-17-D_GB_DEGREE_T-H6-T1_B-2_P-NA;T;B;P;0.76;837;NULL;;17
47;42.6;2.25;NULL;Data Microfauna;1996-07-17-D_GB_DEGREE_T-H6-T5_B-1_P-NA_Data Microfauna;;H6-T5;1;NA;51.14;13;17;GB;168;172;degree;D;523;Redesdale;1996-07-17-D_GB_DEGREE_T-H6-T5_B-1_P-NA;T;B;P;1.48;893;NULL;;21
48.64;46.47;2.01;NULL;Data Microfauna;1996-07-17-D_GB_DEGREE_T-H6-T5_B-2_P-NA_Data Microfauna;;H6-T5;2;NA;21.9;3;6;GB;146;164;degree;D;265;Redesdale;1996-07-17-D_GB_DEGREE_T-H6-T5_B-2_P-NA;T;B;P;1.47;583;NULL;;16
31.86;54.71;2.11;NULL;Data Microfauna;1996-08-13-D_GB_DEGREE_T-H1-T2_B-1_P-NA_Data Microfauna;;H1-T2;1;NA;46.07;0;9;GB;135;301;degree;D;406;Redesdale;1996-08-13-D_GB_DEGREE_T-H1-T2_B-1_P-NA;T;B;P;1.98;850;NULL;;18
35.05;48.99;2.24;NULL;Data Microfauna;1996-08-13-D_GB_DEGREE_T-H1-T4_B-1_P-NA_Data Microfauna;;H1-T4;1;NA;55.7;0;7;GB;99;231;degree;D;393;Redesdale;1996-08-13-D_GB_DEGREE_T-H1-T4_B-1_P-NA;T;B;P;0.49;730;NULL;;17
81.82;33.64;2.51;NULL;Data Microfauna;1996-08-13-D_GB_DEGREE_T-H1-T6_B-1_P-NA_Data Microfauna;;H1-T6;1;NA;70.48;0;22;GB;158;98;degree;D;599;Redesdale;1996-08-13-D_GB_DEGREE_T-H1-T6_B-1_P-NA;T;B;P;0.4;877;NULL;;19
32.04;61.34;1.98;NULL;Data Microfauna;1996-08-13-D_GB_DEGREE_T-H1-T6_B-2_P-NA_Data Microfauna;;H1-T6;2;NA;34.28;0;21;GB;180;211;degree;D;318;Redesdale;1996-08-13-D_GB_DEGREE_T-H1-T6_B-2_P-NA;T;B;P;0.67;730;NULL;;22
49.05;52.86;2.22;NULL;Data Microfauna;1996-08-13-D_GB_DEGREE_T-H2-T1_B-1_P-NA_Data Microfauna;;H2-T1;1;NA;51.29;0;41;GB;248;267;degree;D;404;Redesdale;1996-08-13-D_GB_DEGREE_T-H2-T1_B-1_P-NA;T;B;P;0.66;960;NULL;;16
42.08;56.7;1.95;NULL;Data Microfauna;1996-08-13-D_GB_DEGREE_T-H2-T1_B-2_P-NA_Data Microfauna;;H2-T1;2;NA;21.87;0;25;GB;424;249;degree;D;553;Redesdale;1996-08-13-D_GB_DEGREE_T-H2-T1_B-2_P-NA;T;B;P;2.17;1250;NULL;;16
46.25;49.65;2.02;NULL;Data Microfauna;1996-08-13-D_GB_DEGREE_T-H3-T6_B-1_P-NA_Data Microfauna;;H3-T6;1;NA;25.7;0;10;GB;301;179;degree;D;529;Redesdale;1996-08-13-D_GB_DEGREE_T-H3-T6_B-1_P-NA;T;B;P;1.69;1020;NULL;;19
52.21;44.77;2.29;NULL;Data Microfauna;1996-08-13-D_GB_DEGREE_T-H4-T3_B-1_P-NA_Data Microfauna;;H4-T3;1;NA;54.71;0;40;GB;195;242;degree;D;491;Redesdale;1996-08-13-D_GB_DEGREE_T-H4-T3_B-1_P-NA;T;B;P;3.6;967;NULL;;23
42.57;58.08;1.96;NULL;Data Microfauna;1996-08-13-D_GB_DEGREE_T-H4-T3_B-2_P-NA_Data Microfauna;;H4-T3;2;NA;23.65;0;12;GB;178;133;degree;D;204;Redesdale;1996-08-13-D_GB_DEGREE_T-H4-T3_B-2_P-NA;T;B;P;0.8;527;NULL;;17
55.89;40.34;2;NULL;Data Microfauna;1996-08-13-D_GB_DEGREE_T-H5-T6_B-1_P-NA_Data Microfauna;;H5-T6;1;NA;13.41;0;8;GB;116;443;degree;D;220;Redesdale;1996-08-13-D_GB_DEGREE_T-H5-T6_B-1_P-NA;T;B;P;1.06;787;NULL;;16
51.5;51.77;2.05;NULL;Data Microfauna;1996-08-13-D_GB_DEGREE_T-H6-T1_B-1_P-NA_Data Microfauna;;H6-T1;1;NA;31.08;0;3;GB;243;92;degree;D;336;Redesdale;1996-08-13-D_GB_DEGREE_T-H6-T1_B-1_P-NA;T;B;P;2.12;673;NULL;;17
35.85;60.82;1.93;NULL;Data Microfauna;1996-08-13-D_GB_DEGREE_T-H6-T1_B-2_P-NA_Data Microfauna;;H6-T1;2;NA;25.31;0;23;GB;225;289;degree;D;306;Redesdale;1996-08-13-D_GB_DEGREE_T-H6-T1_B-2_P-NA;T;B;P;3.86;843;NULL;;20
67.57;44.46;2.25;NULL;Data Microfauna;1996-08-13-D_GB_DEGREE_T-H6-T5_B-1_P-NA_Data Microfauna;;H6-T5;1;NA;49;5;16;GB;239;427;degree;D;381;Redesdale;1996-08-13-D_GB_DEGREE_T-H6-T5_B-1_P-NA;T;B;P;1.83;1067;NULL;;22
59.94;49.05;1.98;NULL;Data Microfauna;1996-08-13-D_GB_DEGREE_T-H6-T5_B-2_P-NA_Data Microfauna;;H6-T5;2;NA;12.92;0;14;GB;408;163;degree;D;389;Redesdale;1996-08-13-D_GB_DEGREE_T-H6-T5_B-2_P-NA;T;B;P;3.87;973;NULL;;17
25.63;62.81;2.19;NULL;Data Microfauna;1996-09-09-D_GB_DEGREE_T-H1-T2_B-1_P-NA_Data Microfauna;;H1-T2;1;NA;59.51;0;51;GB;158;431;degree;D;482;Redesdale;1996-09-09-D_GB_DEGREE_T-H1-T2_B-1_P-NA;T;B;P;2.79;1123;NULL;;22
22.02;70.71;1.93;NULL;Data Microfauna;1996-09-09-D_GB_DEGREE_T-H1-T4_B-1_P-NA_Data Microfauna;;H1-T4;1;NA;43.94;0;17;GB;403;279;degree;D;954;Redesdale;1996-09-09-D_GB_DEGREE_T-H1-T4_B-1_P-NA;T;B;P;6.06;1653;NULL;;18
59.69;42.11;2.3;NULL;Data Microfauna;1996-09-09-D_GB_DEGREE_T-H1-T6_B-1_P-NA_Data Microfauna;;H1-T6;1;NA;55.02;0;9;GB;257;160;degree;D;686;Redesdale;1996-09-09-D_GB_DEGREE_T-H1-T6_B-1_P-NA;T;B;P;1.38;1113;NULL;;20
44.7;48.18;2;NULL;Data Microfauna;1996-09-09-D_GB_DEGREE_T-H1-T6_B-2_P-NA_Data Microfauna;;H1-T6;2;NA;22.19;0;0;GB;284;350;degree;D;576;Redesdale;1996-09-09-D_GB_DEGREE_T-H1-T6_B-2_P-NA;T;B;P;7.34;1210;NULL;;16
30.49;62.29;1.93;NULL;Data Microfauna;1996-09-09-D_GB_DEGREE_T-H2-T1_B-1_P-NA_Data Microfauna;;H2-T1;1;NA;28.1;0;34;GB;223;201;degree;D;366;Redesdale;1996-09-09-D_GB_DEGREE_T-H2-T1_B-1_P-NA;T;B;P;2.63;823;NULL;;23
19.63;76.89;1.64;NULL;Data Microfauna;1996-09-09-D_GB_DEGREE_T-H2-T1_B-2_P-NA_Data Microfauna;;H2-T1;2;NA;9.1;0;23;GB;967;311;degree;D;1527;Redesdale;1996-09-09-D_GB_DEGREE_T-H2-T1_B-2_P-NA;T;B;P;6.61;2827;NULL;;18
34.81;60.08;2.17;NULL;Data Microfauna;1996-09-09-D_GB_DEGREE_T-H3-T6_B-1_P-NA_Data Microfauna;;H3-T6;1;NA;54.02;0;56;GB;410;530;degree;D;877;Redesdale;1996-09-09-D_GB_DEGREE_T-H3-T6_B-1_P-NA;T;B;P;1.42;1873;NULL;;16
52.53;49.66;2.06;NULL;Data Microfauna;1996-09-09-D_GB_DEGREE_T-H4-T3_B-1_P-NA_Data Microfauna;;H4-T3;1;NA;29.95;0;14;GB;215;265;degree;D;302;Redesdale;1996-09-09-D_GB_DEGREE_T-H4-T3_B-1_P-NA;T;B;P;2.08;797;NULL;;18
21.36;70.25;1.85;NULL;Data Microfauna;1996-09-09-D_GB_DEGREE_T-H4-T3_B-2_P-NA_Data Microfauna;;H4-T3;2;NA;32.02;0;14;GB;132;157;degree;D;284;Redesdale;1996-09-09-D_GB_DEGREE_T-H4-T3_B-2_P-NA;T;B;P;3.01;587;NULL;;18
43.37;50.4;2.07;NULL;Data Microfauna;1996-09-09-D_GB_DEGREE_T-H5-T6_B-1_P-NA_Data Microfauna;;H5-T6;1;NA;33.21;0;34;GB;270;584;degree;D;511;Redesdale;1996-09-09-D_GB_DEGREE_T-H5-T6_B-1_P-NA;T;B;P;0.94;1397;NULL;;21
47.25;48.57;1.95;NULL;Data Microfauna;1996-09-09-D_GB_DEGREE_T-H6-T1_B-1_P-NA_Data Microfauna;;H6-T1;1;NA;12.29;0;0;GB;447;113;degree;D;743;Redesdale;1996-09-09-D_GB_DEGREE_T-H6-T1_B-1_P-NA;T;B;P;2.11;1303;NULL;;14
12.05;80.02;1.64;NULL;Data Microfauna;1996-09-09-D_GB_DEGREE_T-H6-T1_B-2_P-NA_Data Microfauna;;H6-T1;2;NA;24.59;0;26;GB;280;201;degree;D;852;Redesdale;1996-09-09-D_GB_DEGREE_T-H6-T1_B-2_P-NA;T;B;P;6.85;1357;NULL;;20
43.72;59.87;1.99;NULL;Data Microfauna;1996-09-09-D_GB_DEGREE_T-H6-T5_B-1_P-NA_Data Microfauna;;H6-T5;1;NA;29.59;7;7;GB;473;501;degree;D;506;Redesdale;1996-09-09-D_GB_DEGREE_T-H6-T5_B-1_P-NA;T;B;P;7.99;1497;NULL;;19
57.34;56.29;1.99;NULL;Data Microfauna;1996-09-09-D_GB_DEGREE_T-H6-T5_B-2_P-NA_Data Microfauna;;H6-T5;2;NA;21.35;0;10;GB;294;150;degree;D;190;Redesdale;1996-09-09-D_GB_DEGREE_T-H6-T5_B-2_P-NA;T;B;P;4.42;643;NULL;;17
33.82;57.79;1.93;NULL;Data Microfauna;1996-10-07-D_GB_DEGREE_T-H1-T2_B-1_P-NA_Data Microfauna;;H1-T2;1;NA;21.32;0;30;GB;428;333;degree;D;766;Redesdale;1996-10-07-D_GB_DEGREE_T-H1-T2_B-1_P-NA;T;B;P;9.9;1557;NULL;;21
49.61;48.71;2;NULL;Data Microfauna;1996-10-07-D_GB_DEGREE_T-H1-T4_B-1_P-NA_Data Microfauna;;H1-T4;1;NA;21.18;13;26;GB;660;909;degree;D;1014;Redesdale;1996-10-07-D_GB_DEGREE_T-H1-T4_B-1_P-NA;T;B;P;2;2620;NULL;;15
87.14;36.67;2.22;NULL;Data Microfauna;1996-10-07-D_GB_DEGREE_T-H1-T6_B-1_P-NA_Data Microfauna;;H1-T6;1;NA;40.86;0;7;GB;400;430;degree;D;638;Redesdale;1996-10-07-D_GB_DEGREE_T-H1-T6_B-1_P-NA;T;B;P;0.7;1477;NULL;;16
81.61;43;2.03;NULL;Data Microfauna;1996-10-07-D_GB_DEGREE_T-H1-T6_B-2_P-NA_Data Microfauna;;H1-T6;2;NA;12.27;0;0;GB;1038;587;degree;D;812;Redesdale;1996-10-07-D_GB_DEGREE_T-H1-T6_B-2_P-NA;T;B;P;3.2;2437;NULL;;15
49.04;56.88;2.02;NULL;Data Microfauna;1996-10-07-D_GB_DEGREE_T-H2-T1_B-1_P-NA_Data Microfauna;;H2-T1;1;NA;29.4;0;35;GB;620;332;degree;D;625;Redesdale;1996-10-07-D_GB_DEGREE_T-H2-T1_B-1_P-NA;T;B;P;4.32;1610;NULL;;21
25.54;65.37;1.91;NULL;Data Microfauna;1996-10-07-D_GB_DEGREE_T-H2-T1_B-2_P-NA_Data Microfauna;;H2-T1;2;NA;31.78;0;68;GB;626;454;degree;D;1279;Redesdale;1996-10-07-D_GB_DEGREE_T-H2-T1_B-2_P-NA;T;B;P;3.98;2427;NULL;;19
62.45;47.81;2.13;NULL;Data Microfauna;1996-10-07-D_GB_DEGREE_T-H3-T6_B-1_P-NA_Data Microfauna;;H3-T6;1;NA;35.19;0;60;GB;365;464;degree;D;389;Redesdale;1996-10-07-D_GB_DEGREE_T-H3-T6_B-1_P-NA;T;B;P;0.63;1277;NULL;;22
60.82;46.95;2.03;NULL;Data Microfauna;1996-10-07-D_GB_DEGREE_T-H4-T3_B-1_P-NA_Data Microfauna;;H4-T3;1;NA;21.95;0;0;GB;462;692;degree;D;578;Redesdale;1996-10-07-D_GB_DEGREE_T-H4-T3_B-1_P-NA;T;B;P;5.7;1730;NULL;;16
67.86;45.9;2.03;NULL;Data Microfauna;1996-10-07-D_GB_DEGREE_T-H4-T3_B-2_P-NA_Data Microfauna;;H4-T3;2;NA;19.02;0;7;GB;533;323;degree;D;540;Redesdale;1996-10-07-D_GB_DEGREE_T-H4-T3_B-2_P-NA;T;B;P;3.17;1403;NULL;;16
54.34;51.95;2.03;NULL;Data Microfauna;1996-10-07-D_GB_DEGREE_T-H5-T6_B-1_P-NA_Data Microfauna;;H5-T6;1;NA;26.16;0;83;GB;920;466;degree;D;984;Redesdale;1996-10-07-D_GB_DEGREE_T-H5-T6_B-1_P-NA;T;B;P;7.93;2453;NULL;;23
27.08;61.94;1.92;NULL;Data Microfauna;1996-10-07-D_GB_DEGREE_T-H6-T1_B-1_P-NA_Data Microfauna;;H6-T1;1;NA;27.56;0;43;GB;582;338;degree;D;1275;Redesdale;1996-10-07-D_GB_DEGREE_T-H6-T1_B-1_P-NA;T;B;P;11.42;2237;NULL;;18
28.76;65.28;1.79;NULL;Data Microfauna;1996-10-07-D_GB_DEGREE_T-H6-T1_B-2_P-NA_Data Microfauna;;H6-T1;2;NA;10.15;0;17;GB;1222;231;degree;D;1878;Redesdale;1996-10-07-D_GB_DEGREE_T-H6-T1_B-2_P-NA;T;B;P;7.35;3347;NULL;;16
29.37;68.26;1.86;NULL;Data Microfauna;1996-10-07-D_GB_DEGREE_T-H6-T5_B-1_P-NA_Data Microfauna;;H6-T5;1;NA;26.46;0;40;GB;664;398;degree;D;898;Redesdale;1996-10-07-D_GB_DEGREE_T-H6-T5_B-1_P-NA;T;B;P;10.97;2000;NULL;;20
42.07;62.73;1.87;NULL;Data Microfauna;1996-10-07-D_GB_DEGREE_T-H6-T5_B-2_P-NA_Data Microfauna;;H6-T5;2;NA;14.42;7;7;GB;515;365;degree;D;414;Redesdale;1996-10-07-D_GB_DEGREE_T-H6-T5_B-2_P-NA;T;B;P;5.89;1307;NULL;;23
23.47;30.23;2.05;NULL;Data Microfauna;1987-04-19-D_GE_Thoenissen_F-S1_B-NA_P-NA_Data Microfauna;;S1;NA;NA;23.17;26;0;GE;63;2288;thoenissen;D;480;Kevelaer-Twisteden;1987-04-19-D_GE_Thoenissen_F-S1_B-NA_P-NA;F;B;P;132.95;2856;NULL;;28
19.28;36.12;2.27;NULL;Data Microfauna;1987-05-18-D_GE_Thoenissen_F-S2_B-NA_P-NA_Data Microfauna;;S2;NA;NA;49.3;67;0;GE;35;1690;thoenissen;D;289;Geldern-Walbeck;1987-05-18-D_GE_Thoenissen_F-S2_B-NA_P-NA;F;B;P;78.4;2081;NULL;;22
25.81;34.53;1.97;NULL;Data Microfauna;1987-08-01-D_GE_Thoenissen_F-S3_B-NA_P-NA_Data Microfauna;;S3;NA;NA;10.9;6;2;GE;39;1195;thoenissen;D;276;Geldern-Pont;1987-08-01-D_GE_Thoenissen_F-S3_B-NA_P-NA;F;B;P;0.66;1518;NULL;;22
6.12;47.95;2.2;NULL;Data Microfauna;1987-07-08-D_GE_Thoenissen_F-S4_B-NA_P-NA_Data Microfauna;;S4;NA;NA;52.58;29;6;GE;47;1266;thoenissen;D;270;Münster-Gievenbeck;1987-07-08-D_GE_Thoenissen_F-S4_B-NA_P-NA;F;B;P;1.65;1619;NULL;;29
15.53;53.09;2.24;NULL;Data Microfauna;1987-08-05-D_GE_Thoenissen_F-S5_B-NA_P-NA_Data Microfauna;;S5;NA;NA;55.75;87;17;GE;123;747;thoenissen;D;457;Münster-Kinderhaus;1987-08-05-D_GE_Thoenissen_F-S5_B-NA_P-NA;F;B;P;4.83;1434;NULL;;29
21.45;50.33;2.93;NULL;Data Microfauna;1996-09-23-D_NL_Verschoor_F-S1_B-1_P-NA_Data Microfauna;;S1;1;NA;82.9;465;147;NL;133;132;verschoor;D;524;Oosterstrand;1996-09-23-D_NL_Verschoor_F-S1_B-1_P-NA;F;B;P;1.66;1400;NULL;;21
100;16.27;3.61;NULL;Data Microfauna;1996-09-23-D_NL_Verschoor_F-S1_B-2_P-NA_Data Microfauna;;S1;2;NA;94.05;635;123;NL;59;166;verschoor;D;168;Oosterstrand;1996-09-23-D_NL_Verschoor_F-S1_B-2_P-NA;F;B;P;1.6;1150;NULL;;17
100;19.94;3.31;NULL;Data Microfauna;1996-09-23-D_NL_Verschoor_F-S1_B-3_P-NA_Data Microfauna;;S1;3;NA;88.18;339;112;NL;112;238;verschoor;D;209;Oosterstrand;1996-09-23-D_NL_Verschoor_F-S1_B-3_P-NA;F;B;P;1.15;1010;NULL;;23
11.85;80.29;1.79;NULL;Data Microfauna;1996-09-24-D_NL_Verschoor_F-S2_B-1_P-NA_Data Microfauna;;S2;1;NA;47.73;15;127;NL;550;1307;verschoor;D;1638;Oosterstrand;1996-09-24-D_NL_Verschoor_F-S2_B-1_P-NA;F;B;P;5.47;3640;NULL;;26
24.38;45.06;2.47;NULL;Data Microfauna;1996-09-24-D_NL_Verschoor_F-S2_B-2_P-NA_Data Microfauna;;S2;2;NA;65.11;103;349;NL;259;781;verschoor;D;1300;Oosterstrand;1996-09-24-D_NL_Verschoor_F-S2_B-2_P-NA;F;B;P;7.23;2790;NULL;;29
9.68;36.13;2.27;NULL;Data Microfauna;1996-09-24-D_NL_Verschoor_F-S2_B-3_P-NA_Data Microfauna;;S2;3;NA;51.69;19;187;NL;56;410;verschoor;D;1199;Oosterstrand;1996-09-24-D_NL_Verschoor_F-S2_B-3_P-NA;F;B;P;1.82;1870;NULL;;26
56.48;35.54;2.59;NULL;Data Microfauna;1996-09-25-D_NL_Verschoor_F-S3_B-1_P-NA_Data Microfauna;;S3;1;NA;76.44;18;90;NL;392;583;verschoor;D;2513;Oosterstrand;1996-09-25-D_NL_Verschoor_F-S3_B-1_P-NA;F;B;P;1.86;3600;NULL;;27
17.16;60.87;2.36;NULL;Data Microfauna;1996-09-25-D_NL_Verschoor_F-S3_B-2_P-NA_Data Microfauna;;S3;2;NA;69.81;73;312;NL;326;309;verschoor;D;1513;Oosterstrand;1996-09-25-D_NL_Verschoor_F-S3_B-2_P-NA;F;B;P;5.87;2530;NULL;;29
62.13;26.49;2.87;NULL;Data Microfauna;1996-09-25-D_NL_Verschoor_F-S3_B-3_P-NA_Data Microfauna;;S3;3;NA;79.09;156;37;NL;143;50;verschoor;D;663;Oosterstrand;1996-09-25-D_NL_Verschoor_F-S3_B-3_P-NA;F;B;P;2.6;1050;NULL;;29
18.02;64.17;2.25;NULL;Data Microfauna;1994-09-06-D_GB_Yeates_T-Conv_B-S1_P-1_Data Microfauna;;Conv;S1;1;63.59;97;109;GB;126;1731;yeates;D;411;Trawsgoed;1994-09-06-D_GB_Yeates_T-Conv_B-S1_P-1;T;B;P;5.57;2477;NULL;;22
39.62;45.2;2.21;NULL;Data Microfauna;1994-09-06-D_GB_Yeates_T-Conv_B-S1_P-2_Data Microfauna;;Conv;S1;2;45.03;34;49;GB;252;1711;yeates;D;550;Trawsgoed;1994-09-06-D_GB_Yeates_T-Conv_B-S1_P-2;T;B;P;3.74;2596;NULL;;19
39.39;45.83;2.1;NULL;Data Microfauna;1994-09-06-D_GB_Yeates_T-Conv_B-S1_P-3_Data Microfauna;;Conv;S1;3;35.27;24;24;GB;122;4241;yeates;D;292;Trawsgoed;1994-09-06-D_GB_Yeates_T-Conv_B-S1_P-3;T;B;P;2.58;4702;NULL;;18
28.89;51.72;2.19;NULL;Data Microfauna;1994-09-06-D_GB_Yeates_T-Conv_B-S1_P-4_Data Microfauna;;Conv;S1;4;48.4;86;17;GB;217;1248;yeates;D;583;Trawsgoed;1994-09-06-D_GB_Yeates_T-Conv_B-S1_P-4;T;B;P;8.58;2172;NULL;;25
21.57;65.38;2.2;NULL;Data Microfauna;1994-09-06-D_GB_Yeates_T-Conv_B-S1_P-5_Data Microfauna;;Conv;S1;5;59.25;55;33;GB;120;1693;yeates;D;284;Trawsgoed;1994-09-06-D_GB_Yeates_T-Conv_B-S1_P-5;T;B;P;4.18;2185;NULL;;21
32.1;52.51;1.99;NULL;Data Microfauna;1994-09-06-D_GB_Yeates_T-Conv_B-S1_P-6_Data Microfauna;;Conv;S1;6;26.38;15;50;GB;362;1841;yeates;D;826;Trawsgoed;1994-09-06-D_GB_Yeates_T-Conv_B-S1_P-6;T;B;P;2.65;3094;NULL;;20
20;68.56;2.09;NULL;Data Microfauna;1994-09-06-D_GB_Yeates_T-Conv_B-S1_P-7_Data Microfauna;;Conv;S1;7;55.25;89;144;GB;322;1803;yeates;D;716;Trawsgoed;1994-09-06-D_GB_Yeates_T-Conv_B-S1_P-7;T;B;P;4.48;3071;NULL;;23
24.43;61.77;2.4;NULL;Data Microfauna;1994-09-06-D_GB_Yeates_T-Conv_B-S1_P-8_Data Microfauna;;Conv;S1;8;67.77;155;16;GB;282;1787;yeates;D;472;Trawsgoed;1994-09-06-D_GB_Yeates_T-Conv_B-S1_P-8;T;B;P;11.55;2712;NULL;;24
16.83;64.88;2.18;NULL;Data Microfauna;1994-09-06-D_GB_Yeates_T-Conv_B-S1_P-9_Data Microfauna;;Conv;S1;9;59.68;66;51;GB;156;1803;yeates;D;478;Trawsgoed;1994-09-06-D_GB_Yeates_T-Conv_B-S1_P-9;T;B;P;4.55;2554;NULL;;24
